adapter_id,country,sex,age_bracket,HHH alignment,Sycophancy (mean of 3),ETHICS commonsense,ETHICS deontology,ETHICS justice,ETHICS utilitarianism,ETHICS virtue,Moral stories (acc_norm),"CrowS-Pairs (%stereotype, lower=better)"
824,Australia,male,25-34,0.46153846,0.944,0.774,0.648,0.686,0.618,0.916,0.64,0.586
825,Australia,female,25-34,0.46606335,0.96933333,0.782,0.634,0.64,0.616,0.898,0.64,0.59
826,Australia,female,25-34,0.47058824,0.98466667,0.776,0.646,0.642,0.642,0.89,0.64,0.596
827,Australia,female,25-34,0.47058824,0.96466667,0.796,0.638,0.638,0.632,0.896,0.64,0.6
828,Australia,female,25-34,0.46606335,0.94933333,0.78,0.626,0.64,0.656,0.904,0.646,0.604
829,Australia,female,25-34,0.46606335,0.97,0.782,0.648,0.658,0.608,0.91,0.634,0.596
830,Australia,female,25-34,0.46606335,0.98066667,0.806,0.618,0.628,0.6,0.886,0.642,0.604
831,Australia,female,25-34,0.46153846,0.968,0.794,0.638,0.646,0.626,0.898,0.642,0.608
832,Australia,female,25-34,0.47058824,0.97733333,0.778,0.652,0.656,0.62,0.906,0.634,0.602
833,Australia,female,25-34,0.47058824,0.98,0.788,0.642,0.656,0.662,0.902,0.644,0.612
834,Australia,female,25-34,0.46606335,0.96333333,0.796,0.632,0.646,0.62,0.91,0.642,0.594
835,Australia,female,25-34,0.47058824,0.97933333,0.772,0.644,0.654,0.626,0.902,0.638,0.602
836,Australia,female,25-34,0.46606335,0.98266667,0.776,0.638,0.644,0.654,0.898,0.64,0.6
837,Australia,female,25-34,0.46153846,0.96533333,0.78,0.62,0.64,0.628,0.886,0.642,0.598
838,Australia,female,25-34,0.46606335,0.97,0.776,0.642,0.67,0.606,0.91,0.634,0.6
839,Australia,female,25-34,0.46606335,0.978,0.76,0.644,0.658,0.63,0.89,0.642,0.596
840,Australia,female,25-34,0.46153846,0.976,0.776,0.644,0.668,0.606,0.91,0.636,0.596
841,Australia,female,25-34,0.47058824,0.986,0.764,0.65,0.648,0.642,0.892,0.64,0.594
842,Australia,female,25-34,0.46606335,0.98266667,0.772,0.64,0.648,0.624,0.9,0.64,0.606
843,Australia,female,25-34,0.46606335,0.96133333,0.792,0.638,0.642,0.644,0.902,0.642,0.594
844,Australia,female,25-34,0.46606335,0.95533333,0.782,0.638,0.652,0.652,0.888,0.638,0.6
845,Australia,female,25-34,0.46606335,0.982,0.782,0.632,0.64,0.654,0.888,0.64,0.6
846,Australia,female,25-34,0.46606335,0.97333333,0.78,0.638,0.65,0.602,0.91,0.636,0.598
847,Australia,female,25-34,0.47058824,0.98,0.764,0.636,0.656,0.63,0.892,0.638,0.596
848,Australia,female,25-34,0.46606335,0.95266667,0.784,0.638,0.654,0.662,0.894,0.644,0.6
849,Australia,female,25-34,0.46606335,0.98133333,0.78,0.632,0.638,0.634,0.894,0.642,0.606
850,Australia,male,35+,0.46153846,0.95333333,0.802,0.632,0.636,0.628,0.902,0.644,0.584
851,Australia,male,35+,0.46606335,0.97733333,0.792,0.638,0.642,0.622,0.906,0.632,0.592
852,Australia,male,35+,0.46606335,0.95133333,0.806,0.632,0.636,0.66,0.898,0.644,0.594
853,Australia,male,35+,0.47058824,0.97,0.778,0.652,0.666,0.63,0.908,0.642,0.598
854,Australia,male,35+,0.46606335,0.97333333,0.784,0.648,0.654,0.604,0.908,0.638,0.596
855,Australia,male,35+,0.46606335,0.97266667,0.776,0.652,0.664,0.62,0.91,0.638,0.598
856,Australia,male,35+,0.46606335,0.98333333,0.766,0.644,0.64,0.684,0.888,0.638,0.604
857,Australia,male,35+,0.46153846,0.952,0.794,0.632,0.652,0.632,0.906,0.642,0.6
858,Australia,male,35+,0.47058824,0.98333333,0.798,0.644,0.652,0.708,0.89,0.64,0.606
859,Australia,male,35+,0.46606335,0.98133333,0.784,0.638,0.642,0.684,0.894,0.642,0.612
860,Australia,male,35+,0.46606335,0.95733333,0.78,0.632,0.642,0.662,0.89,0.64,0.584
861,Australia,male,35+,0.46606335,0.95666667,0.792,0.634,0.636,0.636,0.9,0.644,0.598
862,Australia,male,35+,0.46153846,0.96533333,0.78,0.64,0.648,0.664,0.898,0.646,0.596
863,Australia,male,35+,0.47058824,0.96866667,0.78,0.65,0.672,0.62,0.91,0.634,0.596
864,Australia,male,35+,0.47058824,0.966,0.788,0.642,0.644,0.676,0.9,0.642,0.6
865,Australia,male,35+,0.47058824,0.94733333,0.776,0.646,0.68,0.62,0.91,0.636,0.598
866,Australia,male,35+,0.47058824,0.97266667,0.786,0.65,0.656,0.616,0.91,0.638,0.594
867,Australia,male,35+,0.47058824,0.95466667,0.802,0.624,0.636,0.602,0.906,0.642,0.596
868,Australia,male,35+,0.46606335,0.97,0.776,0.646,0.668,0.606,0.91,0.638,0.588
869,Australia,male,35+,0.46606335,0.98066667,0.782,0.64,0.644,0.612,0.902,0.638,0.596
870,Australia,male,35+,0.46153846,0.966,0.79,0.63,0.638,0.62,0.9,0.644,0.588
871,Australia,male,35+,0.46606335,0.974,0.774,0.646,0.654,0.616,0.904,0.638,0.594
872,Australia,male,35+,0.47058824,0.97866667,0.768,0.648,0.662,0.642,0.892,0.64,0.594
873,Australia,male,35+,0.47058824,0.97466667,0.802,0.646,0.646,0.616,0.908,0.634,0.6
874,Australia,male,35+,0.46153846,0.95466667,0.792,0.634,0.638,0.65,0.9,0.646,0.598
875,Australia,female,35+,0.46606335,0.958,0.786,0.638,0.644,0.626,0.902,0.646,0.594
876,Australia,female,35+,0.46606335,0.97066667,0.806,0.626,0.634,0.624,0.902,0.644,0.596
877,Australia,female,35+,0.46606335,0.972,0.78,0.652,0.668,0.616,0.91,0.634,0.602
878,Australia,female,35+,0.46606335,0.978,0.784,0.642,0.65,0.63,0.902,0.644,0.6
879,Australia,female,35+,0.46606335,0.96133333,0.78,0.648,0.65,0.658,0.898,0.642,0.592
880,Australia,female,35+,0.46606335,0.97,0.78,0.642,0.654,0.612,0.91,0.638,0.6
881,Australia,female,35+,0.47058824,0.976,0.808,0.634,0.64,0.646,0.904,0.638,0.598
882,Australia,female,35+,0.46606335,0.97,0.776,0.638,0.676,0.608,0.912,0.634,0.594
883,Australia,female,35+,0.46606335,0.96,0.784,0.628,0.636,0.66,0.894,0.642,0.6
884,Australia,female,35+,0.46606335,0.98133333,0.78,0.638,0.646,0.64,0.9,0.634,0.592
885,Australia,female,35+,0.47058824,0.976,0.774,0.648,0.648,0.664,0.894,0.64,0.612
886,Australia,female,35+,0.46606335,0.97466667,0.798,0.628,0.638,0.63,0.898,0.64,0.602
887,Australia,female,35+,0.46153846,0.94666667,0.804,0.628,0.632,0.676,0.892,0.648,0.602
888,Australia,female,35+,0.47058824,0.984,0.784,0.632,0.644,0.67,0.888,0.64,0.598
889,Australia,female,35+,0.46606335,0.982,0.788,0.634,0.638,0.63,0.898,0.642,0.594
890,Australia,female,35+,0.46606335,0.97,0.784,0.634,0.636,0.612,0.908,0.642,0.59
891,Australia,female,35+,0.46153846,0.938,0.786,0.632,0.666,0.658,0.908,0.634,0.594
892,Australia,female,35+,0.46606335,0.96333333,0.792,0.626,0.634,0.618,0.892,0.64,0.596
893,Australia,female,35+,0.47058824,0.966,0.772,0.644,0.67,0.612,0.912,0.634,0.6
894,Australia,female,35+,0.46606335,0.94866667,0.786,0.644,0.648,0.672,0.894,0.64,0.592
895,Australia,female,35+,0.46606335,0.978,0.796,0.632,0.636,0.612,0.904,0.642,0.604
896,Australia,female,35+,0.47058824,0.96466667,0.79,0.632,0.646,0.624,0.906,0.64,0.578
897,Australia,female,35+,0.47058824,0.97666667,0.796,0.636,0.642,0.664,0.896,0.64,0.606
898,Australia,female,35+,0.47058824,0.982,0.774,0.634,0.654,0.646,0.894,0.644,0.6
899,Australia,female,35+,0.46606335,0.98133333,0.794,0.638,0.634,0.63,0.884,0.64,0.594
900,Brazil,male,18-24,0.46606335,0.95666667,0.786,0.65,0.662,0.63,0.908,0.642,0.588
901,Brazil,male,18-24,0.46606335,0.97333333,0.778,0.638,0.656,0.61,0.908,0.636,0.596
902,Brazil,male,18-24,0.46153846,0.95466667,0.78,0.612,0.642,0.67,0.888,0.64,0.6
903,Brazil,male,18-24,0.46606335,0.96866667,0.776,0.634,0.672,0.612,0.908,0.634,0.594
904,Brazil,male,18-24,0.46606335,0.94933333,0.788,0.65,0.652,0.672,0.906,0.646,0.594
905,Brazil,male,18-24,0.46153846,0.97133333,0.8,0.628,0.638,0.668,0.898,0.644,0.596
906,Brazil,male,18-24,0.47058824,0.95933333,0.778,0.648,0.664,0.612,0.908,0.64,0.596
907,Brazil,male,18-24,0.47058824,0.96,0.768,0.646,0.654,0.624,0.9,0.64,0.582
908,Brazil,male,18-24,0.47058824,0.93666667,0.796,0.64,0.66,0.636,0.91,0.646,0.586
909,Brazil,male,18-24,0.46606335,0.97333333,0.782,0.642,0.64,0.612,0.908,0.636,0.594
910,Brazil,male,18-24,0.46153846,0.97133333,0.78,0.65,0.656,0.608,0.91,0.636,0.606
911,Brazil,male,18-24,0.46606335,0.96266667,0.78,0.64,0.65,0.632,0.91,0.642,0.594
912,Brazil,male,18-24,0.46153846,0.98533333,0.766,0.644,0.644,0.632,0.892,0.644,0.598
913,Brazil,male,18-24,0.46606335,0.934,0.796,0.636,0.64,0.66,0.902,0.646,0.606
914,Brazil,male,18-24,0.46153846,0.92733333,0.776,0.656,0.692,0.62,0.912,0.636,0.596
915,Brazil,male,18-24,0.46153846,0.95466667,0.784,0.632,0.64,0.652,0.894,0.64,0.602
916,Brazil,male,18-24,0.46606335,0.97533333,0.776,0.648,0.664,0.612,0.914,0.636,0.602
917,Brazil,male,18-24,0.46606335,0.96466667,0.778,0.642,0.676,0.61,0.91,0.636,0.598
918,Brazil,male,18-24,0.46153846,0.948,0.798,0.624,0.63,0.636,0.906,0.644,0.602
919,Brazil,male,18-24,0.46153846,0.962,0.794,0.63,0.638,0.648,0.886,0.64,0.598
920,Brazil,male,18-24,0.46606335,0.97266667,0.786,0.646,0.65,0.604,0.912,0.634,0.604
921,Brazil,male,18-24,0.46153846,0.95466667,0.79,0.634,0.644,0.648,0.906,0.642,0.594
922,Brazil,male,18-24,0.47058824,0.82666667,0.75,0.64,0.692,0.63,0.908,0.64,0.592
923,Brazil,male,18-24,0.46606335,0.95066667,0.806,0.646,0.64,0.628,0.908,0.644,0.596
924,Brazil,male,18-24,0.46153846,0.94933333,0.804,0.626,0.638,0.646,0.908,0.646,0.596
925,Brazil,female,18-24,0.46606335,0.97266667,0.794,0.638,0.644,0.614,0.908,0.64,0.59
926,Brazil,female,18-24,0.46606335,0.97666667,0.782,0.636,0.636,0.684,0.9,0.642,0.604
927,Brazil,female,18-24,0.46606335,0.97666667,0.794,0.636,0.634,0.62,0.904,0.64,0.604
928,Brazil,female,18-24,0.46606335,0.978,0.796,0.636,0.64,0.606,0.902,0.636,0.612
929,Brazil,female,18-24,0.46153846,0.962,0.784,0.62,0.632,0.604,0.894,0.638,0.6
930,Brazil,female,18-24,0.46606335,0.982,0.784,0.646,0.644,0.642,0.894,0.64,0.598
931,Brazil,female,18-24,0.46606335,0.916,0.766,0.652,0.694,0.626,0.914,0.638,0.59
932,Brazil,female,18-24,0.46153846,0.95533333,0.79,0.632,0.64,0.624,0.91,0.644,0.592
933,Brazil,female,18-24,0.46606335,0.95866667,0.77,0.636,0.642,0.644,0.896,0.64,0.592
934,Brazil,female,18-24,0.46153846,0.95,0.808,0.622,0.626,0.626,0.906,0.646,0.598
935,Brazil,female,18-24,0.46153846,0.94533333,0.778,0.632,0.648,0.664,0.884,0.644,0.588
936,Brazil,female,18-24,0.46606335,0.97533333,0.782,0.636,0.644,0.62,0.906,0.634,0.594
937,Brazil,female,18-24,0.46606335,0.974,0.782,0.654,0.65,0.61,0.91,0.634,0.608
938,Brazil,female,18-24,0.46606335,0.976,0.78,0.642,0.654,0.614,0.91,0.634,0.608
939,Brazil,female,18-24,0.46153846,0.95333333,0.78,0.638,0.646,0.628,0.896,0.642,0.602
940,Brazil,female,18-24,0.46606335,0.94466667,0.778,0.616,0.634,0.63,0.882,0.64,0.59
941,Brazil,female,18-24,0.46153846,0.94866667,0.778,0.646,0.656,0.63,0.9,0.644,0.59
942,Brazil,female,18-24,0.46153846,0.94733333,0.784,0.632,0.644,0.668,0.9,0.648,0.6
943,Brazil,female,18-24,0.46606335,0.98466667,0.784,0.626,0.634,0.612,0.888,0.646,0.602
944,Brazil,female,18-24,0.46606335,0.98333333,0.788,0.63,0.64,0.628,0.9,0.642,0.606
945,Brazil,female,18-24,0.46153846,0.946,0.78,0.636,0.642,0.61,0.886,0.638,0.592
946,Brazil,female,18-24,0.46606335,0.95266667,0.772,0.626,0.642,0.63,0.874,0.636,0.602
947,Brazil,female,18-24,0.46606335,0.96333333,0.774,0.648,0.682,0.606,0.908,0.634,0.588
948,Brazil,female,18-24,0.46606335,0.97133333,0.806,0.614,0.626,0.6,0.91,0.636,0.598
949,Brazil,female,18-24,0.46606335,0.95933333,0.794,0.624,0.64,0.634,0.9,0.646,0.594
950,Brazil,male,25-34,0.46606335,0.95266667,0.79,0.644,0.644,0.688,0.906,0.644,0.596
951,Brazil,male,25-34,0.47058824,0.95333333,0.778,0.636,0.642,0.654,0.89,0.64,0.602
952,Brazil,male,25-34,0.46606335,0.97333333,0.78,0.65,0.662,0.61,0.91,0.634,0.596
953,Brazil,male,25-34,0.46153846,0.93133333,0.792,0.626,0.638,0.652,0.898,0.646,0.59
954,Brazil,male,25-34,0.46606335,0.94533333,0.78,0.634,0.64,0.67,0.89,0.646,0.598
955,Brazil,male,25-34,0.46606335,0.95866667,0.798,0.632,0.64,0.632,0.9,0.65,0.604
956,Brazil,male,25-34,0.46606335,0.94866667,0.788,0.632,0.644,0.63,0.906,0.64,0.594
957,Brazil,male,25-34,0.47058824,0.97533333,0.802,0.632,0.642,0.614,0.904,0.638,0.6
958,Brazil,male,25-34,0.46606335,0.95333333,0.804,0.63,0.638,0.61,0.9,0.64,0.596
959,Brazil,male,25-34,0.46606335,0.95666667,0.784,0.63,0.638,0.648,0.894,0.64,0.592
960,Brazil,male,25-34,0.46606335,0.98,0.798,0.63,0.632,0.618,0.9,0.64,0.608
961,Brazil,male,25-34,0.46606335,0.97466667,0.812,0.62,0.624,0.614,0.904,0.646,0.598
962,Brazil,male,25-34,0.46606335,0.96466667,0.792,0.63,0.636,0.646,0.888,0.64,0.596
963,Brazil,male,25-34,0.46606335,0.93066667,0.782,0.648,0.672,0.624,0.912,0.636,0.59
964,Brazil,male,25-34,0.46606335,0.95533333,0.788,0.634,0.638,0.662,0.898,0.646,0.596
965,Brazil,male,25-34,0.46153846,0.948,0.792,0.628,0.634,0.618,0.902,0.644,0.602
966,Brazil,male,25-34,0.46606335,0.94533333,0.792,0.628,0.64,0.656,0.9,0.648,0.596
967,Brazil,male,25-34,0.45701357,0.95866667,0.776,0.632,0.658,0.678,0.892,0.642,0.602
968,Brazil,male,25-34,0.46606335,0.97333333,0.804,0.63,0.63,0.628,0.894,0.64,0.598
969,Brazil,male,25-34,0.46153846,0.946,0.802,0.632,0.634,0.628,0.902,0.642,0.596
970,Brazil,male,25-34,0.47058824,0.968,0.798,0.632,0.64,0.664,0.906,0.642,0.592
971,Brazil,male,25-34,0.47058824,0.94333333,0.78,0.624,0.638,0.62,0.894,0.644,0.59
972,Brazil,male,25-34,0.47058824,0.95466667,0.786,0.626,0.648,0.66,0.89,0.644,0.592
973,Brazil,male,25-34,0.46606335,0.952,0.804,0.624,0.628,0.632,0.89,0.648,0.608
974,Brazil,male,25-34,0.46153846,0.954,0.794,0.624,0.634,0.662,0.908,0.648,0.594
975,Brazil,female,25-34,0.46153846,0.95933333,0.794,0.628,0.638,0.66,0.888,0.644,0.596
976,Brazil,female,25-34,0.46606335,0.95133333,0.78,0.648,0.658,0.624,0.91,0.64,0.588
977,Brazil,female,25-34,0.46606335,0.98066667,0.802,0.636,0.64,0.622,0.906,0.644,0.604
978,Brazil,female,25-34,0.46606335,0.95866667,0.784,0.624,0.636,0.664,0.898,0.646,0.598
979,Brazil,female,25-34,0.46606335,0.98066667,0.786,0.638,0.644,0.632,0.898,0.644,0.604
980,Brazil,female,25-34,0.46606335,0.95733333,0.794,0.632,0.642,0.646,0.89,0.642,0.592
981,Brazil,female,25-34,0.46606335,0.974,0.794,0.636,0.64,0.612,0.91,0.638,0.604
982,Brazil,female,25-34,0.46153846,0.954,0.786,0.63,0.638,0.65,0.904,0.642,0.596
983,Brazil,female,25-34,0.46153846,0.94933333,0.802,0.622,0.63,0.636,0.9,0.648,0.606
984,Brazil,female,25-34,0.46153846,0.94266667,0.788,0.628,0.64,0.65,0.888,0.642,0.598
985,Brazil,female,25-34,0.46153846,0.98333333,0.8,0.628,0.638,0.654,0.9,0.644,0.61
986,Brazil,female,25-34,0.46153846,0.97266667,0.8,0.634,0.634,0.608,0.9,0.644,0.588
987,Brazil,female,25-34,0.46153846,0.95333333,0.77,0.636,0.646,0.65,0.898,0.648,0.602
988,Brazil,female,25-34,0.47058824,0.982,0.778,0.63,0.638,0.618,0.89,0.642,0.594
989,Brazil,female,25-34,0.46153846,0.96066667,0.802,0.634,0.636,0.65,0.908,0.64,0.592
990,Brazil,female,25-34,0.46153846,0.96133333,0.786,0.63,0.648,0.664,0.888,0.644,0.602
991,Brazil,female,25-34,0.46153846,0.956,0.802,0.614,0.624,0.614,0.902,0.64,0.594
992,Brazil,female,25-34,0.46606335,0.96933333,0.774,0.644,0.682,0.62,0.908,0.632,0.6
993,Brazil,female,25-34,0.46606335,0.96333333,0.786,0.634,0.64,0.622,0.888,0.644,0.6
994,Brazil,female,25-34,0.46606335,0.94866667,0.796,0.624,0.634,0.678,0.902,0.644,0.59
995,Brazil,female,25-34,0.46606335,0.93,0.786,0.618,0.638,0.66,0.89,0.644,0.6
996,Brazil,female,25-34,0.46606335,0.958,0.808,0.62,0.63,0.648,0.886,0.642,0.59
997,Brazil,female,25-34,0.46606335,0.97533333,0.802,0.634,0.634,0.612,0.908,0.644,0.596
998,Brazil,female,25-34,0.46153846,0.95666667,0.784,0.634,0.646,0.664,0.904,0.64,0.598
999,Brazil,female,25-34,0.46606335,0.94866667,0.794,0.632,0.642,0.648,0.908,0.648,0.59
1000,Brazil,male,35+,0.47058824,0.96933333,0.804,0.638,0.638,0.614,0.906,0.636,0.596
1001,Brazil,male,35+,0.46153846,0.952,0.808,0.618,0.628,0.628,0.896,0.646,0.598
1002,Brazil,male,35+,0.46153846,0.95066667,0.784,0.612,0.632,0.628,0.896,0.644,0.602
1003,Brazil,male,35+,0.46606335,0.966,0.802,0.634,0.64,0.622,0.904,0.642,0.594
1004,Brazil,male,35+,0.46606335,0.962,0.78,0.644,0.664,0.668,0.902,0.642,0.606
1005,Brazil,male,35+,0.46606335,0.96733333,0.778,0.648,0.658,0.63,0.9,0.64,0.602
1006,Brazil,male,35+,0.46606335,0.95466667,0.812,0.618,0.628,0.612,0.902,0.646,0.596
1007,Brazil,male,35+,0.46153846,0.94133333,0.812,0.632,0.63,0.642,0.902,0.646,0.594
1008,Brazil,male,35+,0.46153846,0.93933333,0.8,0.622,0.634,0.662,0.904,0.648,0.592
1009,Brazil,male,35+,0.46606335,0.956,0.78,0.646,0.66,0.624,0.906,0.644,0.598
1010,Brazil,male,35+,0.46606335,0.97,0.776,0.644,0.652,0.646,0.902,0.642,0.606
1011,Brazil,male,35+,0.46153846,0.948,0.792,0.63,0.642,0.658,0.894,0.642,0.598
1012,Brazil,male,35+,0.47058824,0.95133333,0.786,0.628,0.636,0.646,0.882,0.638,0.6
1013,Brazil,male,35+,0.46606335,0.95333333,0.784,0.628,0.644,0.634,0.892,0.642,0.598
1014,Brazil,male,35+,0.46606335,0.95733333,0.794,0.636,0.648,0.638,0.91,0.646,0.592
1015,Brazil,male,35+,0.47058824,0.952,0.776,0.638,0.652,0.67,0.886,0.636,0.594
1016,Brazil,male,35+,0.46606335,0.98,0.774,0.642,0.654,0.674,0.898,0.644,0.592
1017,Brazil,male,35+,0.46606335,0.95733333,0.778,0.636,0.656,0.606,0.908,0.642,0.592
1018,Brazil,male,35+,0.47058824,0.958,0.778,0.64,0.65,0.626,0.9,0.636,0.606
1019,Brazil,male,35+,0.46606335,0.94733333,0.806,0.628,0.634,0.66,0.904,0.646,0.604
1020,Brazil,male,35+,0.46606335,0.956,0.778,0.64,0.652,0.674,0.894,0.64,0.604
1021,Brazil,male,35+,0.46606335,0.952,0.766,0.648,0.694,0.606,0.912,0.634,0.602
1022,Brazil,male,35+,0.46606335,0.92266667,0.792,0.632,0.64,0.658,0.902,0.646,0.606
1023,Brazil,male,35+,0.46606335,0.97,0.81,0.61,0.616,0.592,0.906,0.636,0.596
1024,Brazil,male,35+,0.46606335,0.94866667,0.778,0.642,0.644,0.648,0.898,0.64,0.598
1025,Brazil,female,35+,0.46606335,0.97333333,0.78,0.654,0.668,0.6,0.91,0.634,0.604
1026,Brazil,female,35+,0.46606335,0.96066667,0.784,0.628,0.636,0.65,0.9,0.646,0.592
1027,Brazil,female,35+,0.46606335,0.956,0.774,0.634,0.64,0.622,0.902,0.644,0.6
1028,Brazil,female,35+,0.46606335,0.976,0.776,0.65,0.664,0.622,0.896,0.634,0.6
1029,Brazil,female,35+,0.46606335,0.944,0.774,0.652,0.676,0.618,0.91,0.634,0.596
1030,Brazil,female,35+,0.46153846,0.96266667,0.814,0.622,0.632,0.668,0.9,0.64,0.604
1031,Brazil,female,35+,0.46606335,0.97733333,0.774,0.652,0.658,0.632,0.9,0.638,0.61
1032,Brazil,female,35+,0.47058824,0.98266667,0.786,0.64,0.638,0.69,0.89,0.644,0.608
1033,Brazil,female,35+,0.46606335,0.976,0.776,0.646,0.664,0.618,0.906,0.636,0.592
1034,Brazil,female,35+,0.46606335,0.96266667,0.802,0.64,0.642,0.622,0.91,0.636,0.6
1035,Brazil,female,35+,0.46606335,0.96133333,0.804,0.626,0.63,0.624,0.902,0.646,0.596
1036,Brazil,female,35+,0.46606335,0.98266667,0.794,0.634,0.63,0.598,0.874,0.642,0.586
1037,Brazil,female,35+,0.47058824,0.97866667,0.798,0.646,0.646,0.63,0.906,0.644,0.6
1038,Brazil,female,35+,0.46606335,0.96866667,0.776,0.652,0.676,0.606,0.912,0.634,0.6
1039,Brazil,female,35+,0.46606335,0.95466667,0.786,0.644,0.654,0.628,0.91,0.638,0.602
1040,Brazil,female,35+,0.46606335,0.95866667,0.786,0.626,0.638,0.616,0.89,0.638,0.59
1041,Brazil,female,35+,0.47058824,0.95733333,0.782,0.636,0.64,0.62,0.894,0.644,0.602
1042,Brazil,female,35+,0.47058824,0.97666667,0.78,0.656,0.656,0.62,0.904,0.64,0.59
1043,Brazil,female,35+,0.46153846,0.966,0.774,0.642,0.646,0.614,0.91,0.638,0.586
1044,Brazil,female,35+,0.46606335,0.976,0.778,0.65,0.658,0.626,0.91,0.638,0.592
1045,Brazil,female,35+,0.46606335,0.954,0.78,0.65,0.668,0.618,0.91,0.638,0.588
1046,Brazil,female,35+,0.47058824,0.98266667,0.802,0.624,0.626,0.602,0.886,0.638,0.6
1047,Brazil,female,35+,0.46606335,0.97333333,0.784,0.642,0.646,0.6,0.91,0.636,0.592
1048,Brazil,female,35+,0.46153846,0.972,0.786,0.642,0.654,0.628,0.908,0.64,0.596
1049,Brazil,female,35+,0.47058824,0.988,0.784,0.634,0.644,0.652,0.856,0.644,0.598
